title,address,post_time,work_experience,education,salary,company,workTag,welfare,work_content
C++开发工程师(Y7513),"武汉 - 洪山区 - 关山- 光谷软件园A3栋
",2023/2/20,在校,应届,8k-15k,"

中科创达

","

软件开发 / 上市公司 / 2000人以上

",上市公司、黄金赛道、工程师文化,"职位描述： 
1.负责创达业务（智能手机、智能汽车、智能物联网、智能视觉等）某一技术领域的研发工作 
2.负责操作系统前沿技术（形式化验证，IPC，微内核等）的预研 
3.负责操作系统底层框架（虚拟化，内核，硬件抽象，中间件等）的设计与开发 
4.负责操作系统中间层框架（图形子系统，多媒体子系统，camera子系统，通信子系统等）的设计与开发 
5.负责和操作系统相关工具（构建，编译，调试，自动化测试等）的设计/开发 
6.负责操纵系统相关功能相关需求分析和问题解决 
 
职位要求： 
1.**本科及以上学历，计算机、电信等相关理工科专业 
2.热爱软件编程，熟练掌握C++编程语言，有良好的编程习惯 
3.具备优秀的学习能力和深入思考能力, 善于刨根问底, 对具有挑战性的问题充满激情 
4.具备基础的英文或其他语言读写能力，拥有CET4级、其他语言证书、计算机相关比赛/实习经历者优先考虑"
C++实习生,"武汉 - 东湖新技术开发区- 金融港四路18号光谷汇金中心12栋4单元5层1号五层12D-5-02
",2022/12/7,在校,应届,4k-6k,"

数科网维

","

软件服务｜咨询 / 未融资 / 150-500人

",弹性工作、团建,"工作职责： 
1、协助上级参与版式工具版本研发； 
2、SDK开发和维护； 
3、项目支持和客户化定制。 
任职要求： 
1.计算机类相关专业22届、23届学生，本科或以上学历； 
2.熟悉的操作系统/计算机系统结构/计算机网络理论基础知识； 
3.熟悉C语言程序设计与开发，熟悉C+； 
4.具有较强的事业心、责任感以及良好的沟通表达能力和团 
队协作精神； 
5.工作态度积极主动，认真负责，能吃苦。"
C++实习生,"武汉 - 东湖新技术开发区- 未来科技城B3座
",2022/9/1,在校,应届,5k-6k,"

统信软件

","

软件开发 / A轮 / 2000人以上

",国产操作系统,"岗位职责： 
1.Linux桌面应用程序后端的开发和优化; 
2.参与深度桌面环境的完善和维护; 
3.参与上游项目修改 
 
任职要求： 
1.熟悉linux环境下、C/C++开发 
2.熟悉多线程、协程编程、进程间通信; 
3.熟悉make、cmake等构建系统中的一种或多种 
4.2023年毕业本科及以上学历"
c++开发工程师,"武汉 - 江夏区- 湖北省武汉市江夏区藏龙岛科技园藏龙大道3号
",2023/3/14,不限 ,硕士,10k-18k,"

七二二所

","

软件服务｜咨询 / 未融资 / 2000人以上

",五险一金；员工食堂；高温假；,"主要从事嵌入式QT界面开发或基于C/C++语言的界面开发 
1.熟悉嵌入式linux web开发，了解并使用过web框架。 
2.熟悉QT界面开发或基于C/C++语言的界面开发。"
C++中级开发工程师,"武汉 - 洪山区- 武汉市东湖新技术开发区花城大道8号武汉软件新城D7栋
",2天前发布,3-5年 ,本科,10k-20k,"

开目软件

","

","五险一金,绩效奖金,定期体检","所属部门：3DCAPP事业部
岗位职责：
1、根据产品需求文档进行软件开发，完成复杂度中等模块的设计编码及单元测试工作；
2、参与业务方案设计和需求分析，与开发经理配合制定需求方案，进行技术突破工作研究，配合测试人员进行测试；
3、参与业务系统架构设计工作，确保系统具备良好的架构设计并遵循一致的技术规范。

任职要求：
1、重点本科及以上学历，计算机科学与技术、机械工程相关专业；
2、熟练掌握C++语言，具备数据结构、算法等相关知识，具备较好的面向对象编程思想以及编码规范；
3、掌握Windows平台下各种常用开发工具及知识，包括MFC或QT框架知识；
4、3-5年软件开发相关经验，具备机械工程背景知识、熟悉CATIA、NX、Creo、SolidEdge、SolidWorks等三维软件二次开发之一优先；
5、具有良好的沟通和表达能力，团队合作精神；学习能力强，有高度的责任心。"
C++高级开发工程师（武汉）,"武汉 - 洪山区- 武汉市东湖新技术开发区花城大道8号武汉软件新城D7栋
",2天前发布,5-10年 ,本科,12k-24k,"

开目软件

","

","五险一金,绩效奖金,定期体检","所属部门：3DCAPP事业部
岗位职责：
1. 参与架构优化工作，能根据设计文档或需求说明完成代码编写，调试，测试和维护；
2. 参与架构设计、验证及模块化研发工作，包括：架构设计、功能设计、原型开发、编码实施、模块测试等；
3. 能够有效利用设计模式、面向对象方法、代码重用等原则对项目代码进行优化；
4. 分析并解决架构设计及软件开发过程中的问题。

任职要求：
1、重点本科及以上学历，计算机科学与技术、机械工程相关专业；
2、熟练掌握C++语言，具备数据结构、算法等相关知识，具备较好的面向对象编程思想以及编码规范，对软件架构及设计模式有一定的了解和实践；
3、掌握Windows平台下各种常用开发工具及知识，包括MFC或QT框架知识；
4、5年以上软件开发相关经验，具备机械工程背景知识、熟悉CATIA、NX、Creo、SolidEdge、SolidWorks等三维软件二次开发之一优先；
5、具有良好的沟通和表达能力，团队合作精神；学习能力强，有高度的责任心；
6. 具有良好的沟通和表达能力，团队合作精神；学习能力强，有高度的责任心。"
c++开发工程师,"武汉 - 江夏区- 藏龙大道709号
",2天前发布,3-5年 ,本科,8k-13k,"

上海软华网络信息有限公司

","

软件开发 / 不需要融资 / 15-50人

","五险一金,餐饮补贴,年终奖金","岗位职责
1. 负责产品软件需求分析、设计和开发工作。
2. 使用QT实现产品人机界面设计和上位机应用软件开发。
3. 负责软件设计文档的编制。

职位要求
1、电子、通信、计算机等相关本科及以上学历； 
2、3年C++开发经验，1年以上Qt开发经验； 
3、熟悉运用C/C++，Qt开发环境和工具；
4、熟悉linux系统，UDP、TCP等网络协议；
5、良好的沟通能力和团队合作能力，能承受高强度工作；
6、能够熟练编写开发文档，具有良好的文档编写能力；
7、能够适应加班、出差。"
C++开发工程师,"武汉 - 新洲区- 光谷二路鼎杰现代机电信息孵化园20栋8楼
",2天前发布,3-5年 ,本科,10k-15k,"

武汉雷可达科技有限公司

","

","绩效奖金,定期体检,员工旅游","岗位职责
1、负责公司雷达、侦测等产品数据汇总交互的设计及拓展；
2、组织和实施产品数据在终端界面软件上测试及完善；
3、对客户提出的显控界面功能需求进行改进完善；
4、对显控软件进行归档、版本管理。

任职资格
1、熟悉C/C++、tcp/ip协议、多线程、数据结构、mysql等；
2、熟悉Qt、MFC界面编程开发，Qt信号与槽机制、qml等；
3、熟悉接入多类产品或数据进行交互，有组织架构经验等。
4、了解Qt/MFC绘图的优先考虑；
5、了解UI/UE用户界面设计，有相关界面或软件产品设计经验的优先考虑；"
C++软件工程师-人形机器人,"武汉 - 洪山区- 光谷六路88号B12栋T4单元
",2天前发布,1-3年 ,本科,15k-25k,"

格蓝若

","

","五险一金,免费班车,定期体检","岗位职责:
1、负责公司机器人的本体控制的软件开发和测试，软件设计和开发，根据产品功能需求，编写软件设计文档，进行软件编码，自测，对代码进行版本管理，完成产品功能开发；
2、开发公司机器人控制相关的SDK，给内部同事或客户使用；
3、辅助参与产品的规划设计，给机械、电子等硬件出设计意见；
4、负责与项目经理以及产品经理等沟通确认业务需求,制定合理的开发计划。

任职要求:
1、机械电子工程、计算机、电子信息等专业，本科以上学历；
2、熟悉Linux系统环境，掌握C++编程，熟悉进程、线程、内存管理等相关知识及应用；
3、良好的模块化和分层设计思路，熟悉软件开发流程以及常用代码管理工具的使用，具备良好的代码编程风格。
5、有机器人项目经验优先。"
python开发工程师,"武汉 - 江夏区 - 纸坊- 徽商大厦
",2025/3/15,不限 ,本科,5k-8k,"

融智国创

","

智能硬件 / 未融资 / 50-150人

",五险一金、年终绩效奖金、节日礼品、零食下午茶,"岗位职责： 
1、与公司研发团队紧密配置，参与公司产品的开发、需求、详细设计文档的编写； 
2、完成RPA项目开发，要求完成需求分析，现场实施，后期维护等。 
 
任职要求： 
1、熟悉Python语言以及常用的类库； 
2、熟练使用Django、能够独立的进行WEB后台服务开发； 
3、熟悉MySQL、Redis等数据库，对数据库表设计、优化有一定经验； 
4、熟练使用版本管理工具（git），具有规范的代码编写习惯； 
5、有Linux使用经验、了解前端知识优先； 
6、熟悉RPA(机器人流程自动化)及主流RPA产品优先； 
7、有良好的沟通、学习、分析和解决问题的能力，能快速熟悉陌生领域知识的优先； 
8、计算机软件相关专业本科及以上学历。"
python开发工程师,"武汉 - 洪山区 - 街道口- 珞狮北路80号书香门第 2801室
",2023/6/6,不限 ,本科,6k-12k,"

展识科技

","

数据服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 15-50人

",五险一金 周末双休 无加班,"1、参与数据处理、偏知识图谱和事理图谱相关的开发工作； 
2、参与部分核心技术问题的攻关，架构设计，系统优化，协助解决项目开发中的技术难题； 
3、参与项目相关文档的编写及整理。 
 
 
 
任职要求： 
1、计算机、软件工程相关专业本科以上； 
2、熟悉python编码规范，良好的编程习惯； 
3、熟悉常见的数据结构、算法； 
4、对知识图谱、人工智能等前沿技术方向有兴趣；"
量化交易python开发工程师,"武汉 - 洪山区- 湖北省武汉市洪山区文化大道融创智谷
",2023/7/7,不限 ,本科,6k-10k,"

瑞得软件

","

移动互联网,数据服务 / 未融资 / 50-150人

",周末双休 缴纳五险 晋升空间 年底调薪,"职位描述： 
1、能根据搭建好的策略实现交易算法，编写程序、回测验证等； 
2、负责程序化交易模型的编写、测试、监控、维护、优化，并根据实盘跟踪不断改进程序化交易模型； 
3、能快速熟悉股票等投资品种的程序化交易； 
4、负责各交易品种的相关交易数据的大数据收集工具； 
 
任职要求： 
1、计算机、数学、物理、金融工程、统计等相关专业本科及以上学历，责任心强，人品正直，心态积极，快速的反应及学习能力； 
2、具备丰富的数学建模能力，具有较强的数据处理能力和研究能力； 
3、熟练掌握Python编程语言，熟练使用pandas、NumPy库，熟练使用Python进行数据可视化； 
4、对程序化交易有理解，熟悉程序化交易平台的应用； 
5、具有程序化交易工作研究经验者优先； 
6、熟悉套利，有量化交易策略开发的工作经验会优先考虑； 
7、本岗位可考虑有志于长期从事量化交易的在校实习生（实习生薪资另议）；"
python爬虫工程师,"武汉 - 洪山区- 光谷软件园F3栋6楼
",2024/10/9,不限 ,本科,10k-18k,"

多比特

","

游戏 / 不需要融资 / 500-2000人

",团队氛围好，公司发展前景好,"任职要求： 
1. 本科及以上学历 
2. 有Python爬虫相关经验，有web端JS逆向经验，熟练使用Scrapy框架 
3. 熟悉HTML、XPath、正则表达式、AJAX、HTTP协议等 
4. 熟悉MySQL、NoSQL等，了解Git版本管理工具 
5. 熟悉分布式爬虫以及各种抓包工具 
6. 熟悉消息队列，如rabbitmq，kafka等 
加分项： 
1. 有GUI工具pyqt开发经验 
2. 有app逆向开发经验，熟悉ast,frida,objection，能够独立逆向小程序，app等 
3. 有爬虫平台相关开发经验，如xxljob等"
python/matlab工程师,"武汉 - 洪山区- 武汉软件工程职业学院创业学院
",2024/4/8,不限 ,不限,10k-15k,"

慧眼识微

","

软件服务｜咨询 / 未融资 / 少于15人

",地点不限，远程开发,"我们负责找项目，找到项目会在微信群内派单。您远程根据个人时间和意愿接单分析服务，按照工作量报价，接单后需要对项目负责。个人收取70%佣金，平台收取30%佣金。 
【岗位职责&要求】 
1、精通Matlab/python优化、机器学习、深度学习、仿真、复现、算法、神经网络、建模、数字图像识别等其中一项或多项技术 
2、擅长app小程序爬取，会逆向优先。 
3、愿意用专业的技能与经验帮助他人，个性严谨，为人谦和，细心认真，责任心强，**时间较多。 
4、愿意利用**碎片化时间赚取丰厚佣金。"
python爬虫工程师,"武汉 - 洪山区- 佳园路留学生创业园A3116
",2024/5/14,不限 ,不限,6k-8k,"

莱博科技

","

移动互联网,教育 / 不需要融资 / 50-150人

",超长小寒假,"工作内容： 
1、通过编写新的爬虫脚本、通过修复已有爬虫脚本对网站数据进行爬取采集 
2、对爬取的速度、质量负责。 
3、对爬取回来的数据进行清洗（去重、缺失值、空值、乱码异常值等处理），并且进行数据存储 
 
工作要求： 
1、会使用爬虫、能独立编写爬虫脚本爬取数据 
2、能够解决爬取数据过程中的反爬机制（JS逆向、验证码、封IP等） 
3、能够处理千万级以上数据，保证处理存储的有效性（速度+质量） 
4、能接受应届生、勤奋好学、吃苦耐劳"
python开发工程师,"武汉 - 洪山区- 雄楚大道468号洪山数谷1201室
",3天前发布,1-3年 ,本科,8k-15k,"

远宽能源

","

新能源汽车制造 / 不需要融资 / 50-150人

","绩效奖金,定期体检,方案","岗位职责：
1.参与公司仿真软件产品Python端的系统设计与研发；
2.研究项目技术细节，参与技术方案讨论，进行系统框架和核心模块的详细设计；
3.编写软件产品相关文档，管理相关软件文档；
4.参与公司现有软件产品的维护和优化工作；
5.开发和设计新一代软件产品的应用；
6.学习和熟悉行业知识与关键技术。

岗位要求：
1.通信、电气、自动化、计算机及相关专业本科及以上学历；
2.熟练运用Python，熟悉Django，Flask等Web开发框架；
3.熟悉常用的Python三方库，如json、allure、Pandas等；
4.有较强的逻辑思维能力，具备良好的解决问题的能力；
5.如有实际项目开发经验者，优先考虑。"
Python开发工程师,"武汉 - 武昌区- 和平大道745号
",3天前发布,3-5年 ,本科,10k-15k,"

中铁第四勘察设计院集团有限公司

","

房地产｜建筑｜物业 / 不需要融资 / 2000人以上

","方案,保险,社会保险","【岗位职责】
负责AI模型服务中心集成系统开发，实现多模型统一接口集成、API权限管理及资源监控模块
搭建可视化AI工作流系统，开发分布式任务调度引擎、混合编排模块（多模态串联/模型级联）及异常处理机制
构建模型部署发布体系，实现基于Docker/K8s的自动部署及版本管理
优化高性能计算模块，提升模型推理效率，保障系统高并发处理能力
【岗位要求】
本科及以上学历，3年以上Python开发经验，具备分布式系统开发经验，熟悉消息队列（Kafka/RabbitMQ）、数据库（MySQL/Redis）,容器技术（Docker/K8s）及RESTAPI设计
有AI工程化项目经验者优先（模型服务化/工作流引擎（Dify）/MLOps）
良好的系统设计能力，能独立完成技术方案设计及核心模块开发
【其他说明】
1.面试合格后与劳务公司签订劳动合同，服务于数智化事业部，缴纳各项社会保险（五险），另外购买人身意外伤害保险1份。
2.对符合条件者可在武汉市人才中心参加技术职称评定。
3.根据学历、有无工作经验等情况面谈劳动报酬。
4.入职后，经考察可择优推荐参加铁四院数智化事业部招聘。"
Python开发工程师,"武汉 - 汉南区- 吉利通航制造基地(湖北吉利太力飞车有限公司)-西北门2号门
",2025/3/19,1-3年 ,本科,5k-8k,"

旭日蓝天

","

","五险一金,员工旅游,专业培训","岗位职责：
1、深度参与公司核心项目的开发与优化，运用Python实现高效的数据处理与算法逻辑；
2、借助Python及相关技术，结合视觉识别原理，推动项目在图像分析、目标检测等领域的应用落地；
3、与跨部门团队紧密协作，根据项目需求，灵活运用Python、Java等编程语言，保障项目顺利推进；
4、负责代码的编写、调试与维护，确保代码质量和系统的稳定性、可扩展性。
 
任职要求：
1、本科及以上学历，计算机科学与技术、软件工程、人工智能等相关专业；
2、熟练掌握Python编程语言，具备扎实的编程基础，熟悉常用的数据结构和算法；
3、了解视觉识别技术，如OpenCV、TensorFlow、PyTorch等相关框架或工具，有实际项目经验者优先；
4、具备良好的学习能力和团队协作精神，对新技术充满热情，愿意不断学习和探索；
5、工作经验不限，欢迎优秀应届毕业生或实习生投递；
6、接受实习生，需保证每周至少4天的实习时间，实习周期不少于1年。"
python开发工程师,"武汉 - 洪山区- 珞喻路718号
",2025/3/17,1-3年 ,大专,11k-14k,"

广州碧软信息科技有限公司

","

","五险一金,节假日福利,生日补贴","***会python，并且有python项目经验。
负责公司后端系统的开发与维护，包括业务逻辑实现、接口设计与开发，能参与系统架构设计，确保系统的高可用性、可扩展性和安全性。2)实现基于Java的硬件报文接入功能，通过Netty等框架完成硬件设备的数据接收与处理。3)负责硬件设备与后端系统的对接，包括协议解析、数据存储与转发。4)优化系统性能，提升系统的响应速度和稳定性。包括接口文档、系统设计文档等"
python开发工程师,"武汉 - 武昌区- 中铁第四勘察设计院集团有限公司武汉武昌区中铁第四勘察设计院集团有限公司-总部设计大楼铁四院总部设计大楼
",2025/3/17,3-5年 ,本科,10k-14k,"

佰钧成技术

","

软件开发 / 不需要融资 / 2000人以上

","五险一金,定期体检,绩效奖金","岗位职责:
1.参与大模型应用的开发、优化与部署，确保项目按时交付并满足业务需求。
2.参与大模型应用平台的建设与维护，通过技术升级和流程优化，提升系统稳定性和整体性能。
3.与团队成员紧密合作，共同解决项目过程中遇到的技术难题。
岗位要求:
1.熟练掌握 Pvthon等编程语言，具备扎实的编程基础和良好的编码习惯，能够编写清晰、易于维护的代码。
2.熟悉 Django、Flask等Python开发框架，对10、多线程、异步机制等计算机基本概念有深入理解，并能独立进行基本的性能调优，熟练使用Pandas、NumPy等数据处理工具，以及 NLP相关库。
3.对大模型应用技术如 Prompt Engineering、RAG.
Agent等有了解，并能熟练运用LangChain、Llamalndex等大模型应用框架。
4.对 AI开发工具如 PyTorch、TensorFlow等有所了解。了解容器化技术(Docker/Kubernetes)，并能使用自动化测试与监控工具。
5.具备优秀的团队协作与沟通能力，能够高效地与不同部门合作，共同推进项目的实施与落地。
6.有团队管理经验者优先，"
数据处理工程师 （Python）,"武汉 - 江夏区- 高农生物园3B栋4楼
",2025/3/19,不限 ,本科,3k-4k,"

湖北良顷

","

专业服务｜咨询 / 不需要融资 / 50-150人

","绩效奖金,方案,专业培训","【工作内容】
协助软件开发团队处理工作事项
【任职要求】
- 计算机科学或相关领域的本科及以上学历，不限工作经验。
- 熟练掌握Python编程语言，具备良好的算法基础和数据结构知识。"
python工程师,"武汉 - 江夏区- 光谷鼎创国际店-北1门光谷鼎创国际4栋805
",2025/2/17,3-5年 ,本科,8k-10k,"

义乌市薇琪商贸有限公司武汉分公司

","

贸易｜进出口 / 不需要融资 / 少于15人

","生日会,下午茶,部门聚餐","【工作内容】
1、参与公司产品的开发、需求、详细设计文档的编写;
2、完成产品开发，要求完成需求分析，现场实施，后期维护等。
【任职要求】
1、熟悉Python语言以及常用的类库;
2、熟练使用Django、能够独立的进行WEB后台服务开发；
3、熟悉MySQL、Redis等数据库，对数据库表设计、优化有一定经验;
4、熟练使用版本管理工具（git），具有规范的代码编写习惯;
5、有Linux使用经验、了解前端知识优先;
6、熟悉RPA(机器人流程自动化)及主流RPA产品优先;
7、有良好的沟通、学习、分析和解决问题的能力，能快速熟悉陌生领域知识的优先;
8、计算机软件相关专业本科及以上学历。
【工作时间】
8：30-18：30，午休1.5小时。
【薪资待遇】
薪资：试用期2个月，薪资8000-10000。
【福利】
1.入职包两餐；
2.美食投喂：部门聚餐、不定期举行下午茶和生日会，还有内部零食超市；
3.办公环境：开放式办公空间，宽敞明亮。"
Python工程师,"武汉 - 江岸区- 银海商务大厦
",2025/2/18,3-5年 ,本科,10k-20k,"

武汉曜影网络科技有限公司

","

","五险一金,绩效奖金,年终奖金","工作内容：
具备扎实的Python编程基础和熟悉常用数据结构、机器学习和自然语言处理等Python库。主要职责包括：
- 负责公司Python项目的开发和维护，确保项目的质量和进度；
- 编写高效的Python函数和方法，解决项目中的问题；
- 使用Python库对数据进行清洗、整理和分析，为业务提供数据支持；
- 参与公司新项目的创意设计，能够主导部分工作并完成项目；
- 协助项目经理完成项目计划，并对项目进行跟踪和优化。
职位要求：
- 具有3年及以上Python编程经验，熟悉常用的数据结构、机器学习和自然语言处理等Python库；
- 熟悉Python标准库，了解常用的第三方库；
- 具备良好的代码风格，具备解决实际问题的能力；
- 有较强的自我学习能力，对技术领域有敏锐的洞察力；
- 具备良好的沟通能力和团队合作精神，可以快速融入团队。
请注意，以上职位要求仅供参考，实际招聘过程中可能会有所调整。"
Web前端工程师,"武汉 - 洪山区- 红枫金座1105室
",3天前发布,不限 ,本科,7k-14k,"

爱智汇信息科技

","

","法定节假日,五险一金,团建活动","一、岗位职责
1. 负责公司Web前端、移动端产品功能开发和实现；
2. 配合UI设计人员对前端界面进行设计、编辑、美化等工作； 
3. 和业务部门沟通并确定产品开发需求，对接后端开发团队；
4. 优化前端产品的性能、质量和用户体验。

二、任职要求
1. 计算机相关专业，本科及以上学历；
2. 熟悉前端项目开发流程，精通HTML、CSS、JavaScript等前端语言；
3. 熟悉前端工程化与模块化开发，对JQuery、VueJS、AngularJS、NodeJS等主流框架有深入研究和项目实践； 
4.有“帆书（原樊登读书）、混沌学园、得到”等平台学习经历者优先。

三、薪酬福利
1. 岗位月薪：7k-11k（本科生），8-15k（研究生）；
2. 基本福利：五险一金、带薪年假、节日礼品、项目奖金等；
3. 特色福利：每日下午茶、丰富的团建活动、节假日提前放假、提供商学院课程、名企游学、专家讲座、线下读书会等多样学习机会。

四、公司信息
 武汉爱智汇信息科技有限公司是一家专注学术和科研的互联网科技公司。我们致力于打造一站式学术服务平台，为全球****师生和科研工作者提供专业、便捷、高效的学术服务。
 截至2024年，公司已成功运营300多本国际学术期刊，并举办了200余次国际学术会议。已经为600，000的科研工作者和学者提供了服务，用户遍布全球200多个国家，11000多所****和科研机构。
 我们一直坚持以“推动科技创新，引领学术发展”为使命，利用先进的互联网技术，践行使命担当，为推动学术成果在全球范围内的交流共享作贡献，致力于为全球用户提供优质的学术服务。
公司地址：武汉市洪山区关山大道388号，红枫金座A座1105室"
web前端开发（应届生）,"武汉 - 洪山区- 东方怡景大厦-B座1001
",2天前发布,不限 ,本科,6k-8k,"

河海科技

","

","五险一金,周末双休,项目奖金","【任职要求】
1、本科及以上学历，计算机或软件相关专业；
2、具备扎实的javascript、html5、css3基础；
3、熟练使用至少一种主流JS框架(React、Vue)；
4、使用过至少一种状态管理库：Redux、MobX、Vuex等；
5、熟练使用至少一种Ul组件库：ant design、element等；
6、熟悉nodejs、webpack、git、linux常用命令；
7、对工作具有高度的责任感，具备良好的沟通能力、协调能力以及团队合作意识。

【福利待遇】
1、周末双休,国家法定节假日享受带薪假期；
2、项目奖金、年终奖金；
3、入职缴纳五险一金；
4、基本工资视工作经验及能力面议"
Web前端开发工程师,"武汉 - 江岸区- 逸飞激光武汉总部基地
",2025/3/18,不限 ,本科,10k-15k,"

逸飞激光

","

其他 / 不需要融资 / 150-500人

","五险一金,免费班车,定期体检","岗位职责：
1、负责参与Web前端、移动端（h5）开发工作；
2、配合产品部门、Java后端团队协作，根据需求文档、原型设计图完成页面制作和用户体验优化，完成数据交互、动态信息展现、功能联合调试（可能会涉及复杂数据的处理和大屏展示效果）；
3、负责前端页面维护，解决浏览器兼容、安全漏洞等问题；
4、完成相应的开发文档的编写。
任职要求：
1.02精通Vue&Vuex框架，能熟练地进行组件化开发，有react实际使用经验亦可；
2.02熟悉webpack02gulp02grunt等工具，具有前端工程化思想；
3.02熟练掌握h5,css3以及es6常用特性及语法；
4.02优秀的分析和解决前端性能问题的能力；
5.02重视用户体验，能灵活使用各种工具完成页面效果；
6.02熟悉W3C标准和各主流浏览器在前端开发中的差异，能熟练运用(x)HTML、CSS，提供针对不同浏览器的前端页面解决方案，***有移动端适配经验；
7.有webpack前端构建工具的使用经验。"
web前端开发工程师,"武汉 - 洪山区 - 光谷- 喜鹊巢
",2025/3/14,在校,应届,10k-20k,"

EJOY+TECH

","

社交平台,游戏,MCN｜直播平台 / 未融资 / 50-150人

",公司技术氛围浓厚，福利一流，业务涉及AI领域,"寻找一位对前端有兴趣热情的互联网未来精英，25届有一定前端基础优先！社招也可以考虑。 
岗位职责： 
1. 核心模块的技术调研与架构设计，确保高性能与可扩展性。 
2. 实现高并发场景下的产品功能开发，如弹幕系统、礼物特效，保障流畅用户体验。 
3. 优化首屏加载、交互响应等关键性能指标，适配海外弱网环境。 
4. 通过A/B测试与数据驱动优化，提升用户互动率与付费转化率。 
任职要求： 
1. 扎实的计算机基础，熟练掌握HTML/CSS/JavaScript，对数据结构、算法设计有深刻理解。 
2. 对前端技术充满好奇心，能快速学习并应用新技术（如WebAssembly、WebRTC）。 
3. 优秀的分析与解决问题的能力，能将复杂需求拆解为清晰的技术方案。 
4. 注重代码质量与可维护性，具备模块化、组件化开发思维。 
5. 良好的沟通能力与团队意识，能与产品、后端高效协作。"
web前端开发工程师,"武汉 - 洪山区 - 张家湾- 龙湖天街B馆
",2024/12/7,在校,应届,3k-6k,"

上海修严

","

生活服务 / 不需要融资 / 15-50人

",双休,"岗位职责： 
 
1.独立承担pc端和移动端的前端开发任务。 
 
2.根据需求文档开发高性能、高兼容性的前端代码。 
 
3.配合服务器端开发人员进行应用及系统整合。 
 
非**计算机专业大学生，需要有实习经验。 
"
web前端开发工程师,"武汉 - 洪山区 - 关山- 关山大道
",2024/10/2,不限 ,本科,8k-15k,"

锂钠氪锶

","

IT技术服务｜咨询 / 天使轮 / 15-50人

",五险一金零食饮料团建旅游,"岗位职责：
1.负责公司Web产品的前端开发工作，实现页面动效和用户体验优化
2.良好的架构设计能力和代码规范
3.对产品设计和用户体验有自己独立的思考见解
任职要求：
1.本科及以上学历，具有两年以上相关工作经验
2.精通JS调试工具，熟悉CSS3细节、熟悉Vue.js/Angular等前端框架
3.有UI/UX设计经验者优先
4.有富文本编辑器开发经验者优先
5.日常用linux，有自己的技术产品、开源作品或活跃的开源社区贡献者优先"
web前端开发,"武汉 - 洪山区- 远程办公
",2025/3/14,不限 ,大专,9k-11k,"

武汉三佳医疗信息技术有限公司

","

软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 150-500人

","五险一金,绩效奖金,专业培训","【工作内容】
- 负责公司产品及项目的前端页面架构设计与实现，确保良好的用户体验。
- 参与前端技术选型，持续优化前端性能，提高加载速度及稳定性。
- 与UI设计师、后端开发人员紧密合作，实现高质量的用户界面和交互功能。
- 编写清晰、可维护的代码，并进行单元测试，保证代码质量。
- 探索并引入前沿的前端技术和框架，提升团队技术水平。
- 参与需求讨论和技术评审，提出建设性的意见。
【任职要求】
- 计算机相关专业专科及以上学历，具备基本的计算机科学知识。
- 熟悉HTML5、CSS3等前端基础技术，了解响应式布局原理。
- 至少掌握一种主流前端框架如React、Vue或Angular，并有实际项目经验。
- 具备良好的JavaScript编程能力，理解DOM操作、事件处理等核心概念。
- 有良好的编码习惯，注重代码可读性和可维护性，能够编写单元测试。
- 学习能力强，对新技术充满热情，善于沟通协作，具备解决问题的能力。
- 不限工作经验，欢迎应届毕业生或转行者加入，公司将提供全面的培训计划。"
web前端开发工程师—武汉,"武汉 - 洪山区- 雄楚大道21号校友创新中心202
",2022/10/20,在校,应届,5k-9k,"

兆信股份

","

移动互联网 / 上市公司 / 150-500人

",大牛指路，有转正机会,"岗位职责： 
 
1、负责公司项目：PC端、H5端、小程序端的前端页面开发工作。 
 
2、负责公司产品前端公共组件库的开发。 
 
3、与后端团队紧密配合，确保代码有效对接。 
 
4、与产品团队紧密配合，优化用户体验和资源占用，提高产品易用性和可靠性。 
 
岗位要求： 
 
1. 统招本科及以上学历，计算机相关专业优先 
 
2. 能熟练掌握至少一门软件开发语言，熟悉算法、数据结构等基础知识，理解面向对象的分析和设计 
 
3. 参加过软件开发项目或计算机相关竞赛奖项者优先 
 
4. 有在高科技、互联网公司实习经验者优先 
 
5. 关注细节，工作严谨，口头和书面表达沟通能力强 
 
6. 聪明好学，积极主动，具备良好的学习能力和独立解决问题的能力 
 
7. 做事认真踏实，具有高度的工作意识和良好的团队精神"
