title,address,post_time,work_experience,education,salary,company,workTag,welfare,work_content
全栈工程师,"成都 - 郫都区- 天骄路368
",2023/9/8,3-5年 ,本科,8k-16k,"

至交互联

","

人工智能服务,智能硬件,物联网 / 未融资 / 少于15人

",AI绘画及应用，智能硬件,"岗位职责： 
1.与公司开发团队人员一起完成设计软件解决方案； 
2.独立完成系统前、后端系统开发任务， 
3.独立完成前端、后端、数据库相关功能开发与单元测试； 
4.根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务； 
5.对项目的业务需求及功能进行分析，参与产品构思和架构设计； 
6.维护、升级和优化现有系统，修复相关软件缺陷； 
 
任职要求 
1、熟练掌握web前端开发技术及框架，熟悉Vue2、Vue3全家桶，熟悉Uniapp框架下Android和iOS的原生开发； 
2、熟练使用关系型数据库(如MySQL、PostgreSQL等)和非关系型数据库(如MongoDB、Hbase、Redis等); 
3、熟使用PHP、Python、Node.JS、等语言；python优先。熟悉常用服务端构架及相关技术。 
4、具备良好的代码编写规范和相关开发文档的编写能力； 
5、熟悉基本的Linux命令和shell脚本，熟练使用 docker 
 
以下情形优先 
1、有高并发处理经验优先 
2、有创业经历优先 
3、懂运维优先 
4、有信仰的善男信女，对传统文化有偏爱的优先。 
5、有IOT的APP开发调试经验优先"
前端/全栈开发工程师,"成都 - 郫都区 - 犀浦- 百草路898号成都智能信息产业园3楼310
",2023/7/25,1-3年 ,本科,10k-15k,"

泊仕网络

","

工具类产品,软件服务｜咨询,IT技术服务｜咨询 / 天使轮 / 15-50人

",五险一金,"1.负责公司基于web的产品技术体系架构以及产品总体技术方案设计; 
2.带领研发团队对产品进行功能规划、需求分析和技术实现; 
3.负责所属模块的代码开发、调试与维护工作。 
任职要求： 
1.计算机及相关专业毕业，本科以上学历; 
2.至少1-3年前端开发经验，精通前端基本技术，包括Vue、uniapp、 HTML和 Javascript，CSS等; 
3.熟练掌握至少一种常用前端框架，如React、AngularJs、Vue.js、Backbone等， 
4.熟练使用前端开发工具及调试工具，会使用grunt、gulp、webpack等前端工具 ；熟悉主流数据可视化组件，如echarts、highcharts、d3等，阅读过源代码、理解这些图标库的代码设计、有二次开发的经验者优先。 
5.精通至少一种编程语言(Python、Java、C/C++中任一种)，熟悉Python优先。 
6.熟悉至少一种常用后端框架(Node.js、Play、Django中任一种); 
7.熟练使用关系型数据库(如MySQL、PostgreSQL等)和非关系型数据库(如MongoDB、Hbase、Redis等); 
8.会使用git进行代码协同管理; 
9.有较强的独立解决问题能力、学习能力、以及沟通能力"
大数据后端工程师-抖音生活服务,"成都 - 武侯区- 中国大陆四川省成都市武侯区(do not use) 天府四街158号OCG国际中心C座梦想加17层，邮编：610094
",17:35发布,不限 ,不限,25k-50k,"

字节跳动

","

内容资讯,短视频 / D轮及以上 / 2000人以上

","下午茶,五险一金,团队氛围好,带薪休假","职位职责： 
1、参与生活服务业务商家数据平台产品的落地，包括数据参谋、数据工厂等系列数据平台产品； 
2、参与数据产品架构设计和后端开发，设计和实现Web后端和关键数据服务； 
3、参与数据产品的功能迭代和性能优化，提高效率，优化流程。 
职位要求： 
1、有本地生活行业经验的优先，对酒旅、外卖、综合、餐饮行业的业务模式和商业逻辑清晰的优先； 
2、熟悉互联网产品和服务的开发过程，熟悉后端技术架构，具备良好的系统设计能力； 
3、扎实的计算机基础，对技术有热情，愿意不断尝试新技术和业务挑战； 
4、善于沟通，对业务敏感，能快速理解业务背景，具备优秀的技术与业务结合能力； 
5、熟练使用clickhouse、presto、doris等mpp查询引擎，具备数据组件化开发的能力； 
6、具备较好的数据分析sense，有良好的协作能力。"
大数据开发工程师,"成都 - 成华区 - 圣灯- 万科天荟40f
",2023/7/22,3-5年 ,本科,20k-30k,"

前海一方

","

科技金融 / 未融资 / 500-2000人

",发展前景,"岗位职责： 
1.负责利用各大数据技术，进行数据中台的大数据应用开发、迭代等工作； 
2.协助大数据产品经理进行供应链金融流程体系中大数据相关需求的挖掘； 
3.协助大数据产品经理进行需求可行性技术分析； 
4.负责数据平台的架构设计、搭建、开发工作； 
5.负责分析大数据平台系统瓶颈与架构合理性，促进服务架构优化。 
 
职位要求： 
1.本科及以上学历，计算机等相关专业优先； 
2.3年以上大数据相关开发项目经验； 
3.熟练使用大数据相关开源工具/框架，如Hive/Flink/Spark/MQ/OLAP/数据湖/ES/KV； 
4.掌握一门或多门编程语言，如Java、Python、Go等，有扎实的操作系统知识、系统性能意识，良好的代码能力； 
5.有一定的分布式存储，或者大数据计算，或者分布式数据库等领域的研究和工作经历； 
6.工作认真负责，对目标有自驱力，注重技术细节，能独立领导大型系统开发，有良好的团队合作精神，有大数据团队负责人角色经验者优先。"
大数据开发工程师,"成都 - 高新区- 欧洲中心
",2022/12/9,5-10年 ,本科,25k-30k,"

中国纬图

","

通讯电子 / 未融资 / 50-150人

",福利好,"工作职责 
1、负责雪花数据分析平台开发、维护基于Spark/Spark Streaming构建的大数据项目； 
2、负责基于Spark技术的海量数据的处理、分析、统计工作； 
3、负责大数据分析平台的的需求持续跟进和优化； 
4、参与系统的需求分析、设计、编码、单元测试、安全测试、压力测试、BUG修复等工作； 
5、保障系统后台的持续稳定运行；监控系统后台服务、接口并进行性能优化；负责系统迭代过程中的版本管理。 
 
工作要求 
1、本科及以上学历，计算机或数学相关专业； 
2、具有5年及以上大数据平台设计和开发经验，具备优秀的编程能力和良好的开发习惯； 
3、 熟悉Spark相关技术，至少有3年以上Spark开发经验； 
4、熟悉Hive和Hbase，熟悉Scala，Java语言，有丰富的分布式编程经验； 
5、 熟悉HQL和Spark SQL，对Scala原理、底层技术有深入研究者优先，有过海量数据系统开发经验者优先； 
6、熟悉oracle,Mysql关系型数据库; 
7、具有较强的分析、解决技术问题能力。"
运维工程师（6K+）,"成都 - 武侯区- 天府大道北段2栋1单元8层
",09:01发布,不限 ,大专,6k-8k,"

四川盛麒达讯科技有限公司

","

",快速发展,"【工作内容】
- 负责公司服务器、网络设备及应用系统的日常维护与管理；
- 参与制定和完善IT运维流程和规范，确保系统稳定运行；
- 对现有系统进行性能监控和优化，预防故障发生；
- 负责处理突发事件，快速定位问题并解决，保障业务连续性；
- 定期对系统进行健康检查，及时发现潜在风险；
- 协助开发团队进行系统部署、测试和上线工作；
- 收集和分析运维数据，持续改进运维服务质量。
【任职要求】
- 计算机相关专业专科及以上学历，
- 具备良好的沟通能力和团队协作精神，能够承担一定的工作压力；
- 对新技术保持好奇心，愿意不断学习新知识，适应快速发展的IT环境。"
运维工程师,"成都 - 双流区- 四川省成都市天府新区华阳街道正北横街10栋1楼9-10号
",2天前发布,不限 ,大专,5k-7k,"

畅讯建设

","

","五险一金,定期体检,方案","岗位职责：
1. 负责核心产品的服务器运维工作
2. 负责基础云平台和大数据平台的运维管理工作（部署、监控、优化、故障处理）
3. 负责服务器平台的用户管理、权限分配、资源分配、日志审计等工作
4. 参与数据分析、数据挖掘平台的设计、并给出可执行的运维方案
5. 参与数据平台的相关工具开发（包括自动化部署、监控、ETL等）

【任职要求】
- 计算机相关专业本科及以上学历，不限工作经验；
- 熟悉Linux操作系统及常用命令，具备基本的脚本编写能力；
- 掌握TCP/IP协议，熟悉网络设备配置与管理；
- 具备良好的沟通能力和团队协作精神，能够承担一定的工作压力；
- 对系统安全有基本了解，能执行常规的安全检查与漏洞修复；
- 有责任心，对技术充满热情，愿意持续学习新技术。"
运维工程师（实习）,"成都 - 武侯区- 天府三街新希望大厦
",2天前发布,不限 ,本科,4k-8k,"

四川创智维力科技有限公司

","

","补充公积金,五险一金,绩效奖金","职位描述：
1、进行系统巡检，维护系统正常运行。
2、完成部分程序测试及部署工作。
3、完成用户使用系统过程中的答疑工作。
4、配合用户进行数据提取、数据核查和数据分析工作。
5、完成系统维护相关文档工作。
6、完成领导交办的其他任务。
任职要求：
1、应届毕业生。
2、理工科相关专业大专及以上学历。
3、较强的学习动手能力。
4、对linux 、数据库等知识有所掌握。
5、有一定的编程基础。
要求：不要25届 不要25届 不要25届 最晚可接受24年得到***得求职者"
网络/运维工程师助理，实习生,"成都 - 武侯区- 天府三街新希望大厦
",2天前发布,不限 ,大专,5k-7k,"

四川创智维力科技有限公司

","

","补充公积金,五险一金,绩效奖金","岗位为网络售后技术支持 不是纯技术岗位哦 
岗位在成都！成都！不接受线上面试
工作内容：
负责后台电子产品售后技术支持 处理软件或系统问题 不打电话 无销售性质
岗位职责：
1、 协助项目经理或售前工程师完成系统集成建设需求，调研、方案设计、方案评审、产品测试等，配合完成实施方案编制及实施培训相关工作；
2、 负责项目中涉及的网络设备、安全设备、音视频会议等设备的安装调试，完成终端计算机的安全加固配置，确保符合设计方案和实施方案的要求；
3、 负责系统用户的使用培训和安全知识培训，负责系统管理人员的运行维护管理培训；
4、 严格按照公司项目部的管理要求，编写项目管理文档，包括实施文档、培训文档、验收文档，确保项目顺利验收。及时向项目经理报告项目实施情况，按公司要求填写实施日志和周报；
6、 跟踪市场上最新信息技术及相关知识，深入学习行业的相关解决方案，持续提升技术能力；
7、 完成公司领导安排的其他工作。
要求：不要25届 不要25届 不要25届 最晚可接受24年得到***得求职者"
IT运维工程师,"成都 - 金牛区- 金府路593号7栋12层9号
",2天前发布,不限 ,大专,6k-9k,"

四川新智极机械有限公司

","

制造业 / 不需要融资 / 少于15人

",培训,"工作职责:
1，设计、搭建和维护公司内部网络架构，包括局域网(LAN)、广域网(WAN)和无线网络。
2，配置和管理网络设备，如路由器、交换机、防火墙和负载均衡器。
3，监控网络性能，及时发现并解决网络故障和性能瓶颈。
4，管理网络安全，包括防火墙配置、VPN管理和入侵检测系统。
5，提供桌面支持，解决员工在日常工作中遇到的IT问题。
6，与供应商合作，评估和部署新的网络技术和产品。
7，编写和更新网络文档，包括网络拓扑图、配置指南和故障排除手册。
8，为团队成员提供网络相关的培训和指导。负责领导交办的各项工作
任职要求：
1、计算机科学、信息技术或理工科相关 专业
3、了解TCP/IP协议、DNS、DHCP、HTTP等网络协议和服务。
4、了解主流网络设备的配置和管理，如Cisco、Huawei、Aruba等。
5、熟悉网络监控和分析工具，如Zabbix，Wireshark、SolarWinds等。
6、精通Windows系统，了解AD域、SCCM、Server类操作系统的日常运维与故障处理;
8、良好的文档撰写能力和英文资料的阅读能力
9、强大的问题解决能力，能够独立分析和解决复杂的网络问题。
10、出色的沟通和人际交往能力，能够与团队成员和非技术人员有效沟通。
11、能够在快节奏和多变的工作环境中保持高效率。"
驻场运维工程师/助理,"成都 - 成华区- 华泰社区5F-M204号
",2天前发布,不限 ,大专,4k-8k,"

成都维创利星科技有限公司

","

专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 少于15人

","五险一金,员工旅游,专业培训","任职要求

1）计算机、通信工程、信息工程、网络工程等相关专业，大学专科及以上学历。（需有***）

2）熟悉vmware虚拟化、windows server、linux等系统安装、部署及维护。

3）熟悉惠普、戴尔、浪潮、华为等主流服务器中的一种或以上的安装配置和维护。

4）熟悉惠普、IBM、华为等主流存储中的一种或以上的配置和维护。

5）能承受较大的工作压力，有事业心和责任感。

6）有一定网络基础的优先。

7）了解ORACLE数据库的优先。

工作内容

1）负责客户现场机房的所有IT设备的管理、日常巡检与维护工作。

2）负责客户单位使用的虚拟化、操作系统及网络的日常巡检及运维工作。

3）完成客户及公司安排的其他实施运维工作。

4）驻场地点：成都市，龙泉驿区等"
驻场运维工程师,"成都 - 锦江区- 时代广场B座23楼
",2天前发布,不限 ,大专,5k-8k,"

四川腾迈时代通信有限公司

","

网络通信 / 不需要融资 / 少于15人

","五险一金,定期体检,绩效奖金","职责描述：
 驻客户现场负责进行信息系统的运行与维护工作

定期巡检，保障信息系统的安全、稳定运行，以及数据的安全与可靠备份。

 按照客户要求协助进行用户的培训、指导以及终端计算机运行维护。

任职要求：

1、 计算机相关专业，大学专科及以上学历，

3、 掌握Windows、Linux服务器操作系统的基本使用，熟悉常用的shell命令。


4、 工作积极主动、具有良好的职业道德，学习能力强、富有责任心、善于思考。

5、 具备较强的沟通和协调能力，良好的表达能力。"
通信运维工程师,"成都 - 双流区- 四川省成都市天府新区华阳街道正北横街10栋1楼9-10号
",2天前发布,不限 ,大专,5k-7k,"

畅讯建设

","

","五险一金,补充公积金,专业培训","岗位职责：
1.配合进行职责范围通讯设备的安装、调试及维护；
2.配合进行相关设备的故障处理、线路检修，通信机房相关设备的巡检、保障及联调；
3.为客户提供技术交流及培训和技术咨询；
4.开展日常维护，如有问题及时处理。
任职要求：
1.专科以上学历，计算机、网络、通信工程或相近专业，优秀者可放宽；
2.熟练掌握Linux系统及相关操作命令，能够对Linux系统网络进行配置操作，会修改防火墙隔离装置等设备的内部策略，能够对华为浪潮等服务器设备进行日常维护及相关配件更换操作；
3.工作认真负责，积极主动，有团队工作意识，具备较强的学习能力和沟通协调能力。
要求：不要25届，不要25届，不要25届，最晚可接受24年得到***的求职者！"
软件运维工程师,"成都 - 青羊区- 嘉好大厦1201
",2天前发布,不限 ,大专,4k-7k,"

四川科航锐科技有限公司

","

","节假日,培训","岗位职责
1.负责公司自主软件产品及涉及的操作系统、数据库、第三方软件的安装、调试工作。
2.负责公司自主软件项目技术支持服务、在线系统的日常运行监控和故障排查分析，并完成相应文档。
3.负责编写软件使用手册、用户培训手册、运行维护相关文档。
4.参与数据库维护、软件测试。
5.参与需求调研，收集用户需求并进行初步整理和汇总。
6.根据公司统一安排，承担节假日值班工作（可以调休）。
7.承担公司交办的其他工作。
8.劳务派遣用工方式
技能要求：
1.大学专科以上学历，，熟练掌握计算机基础知识。
2.熟悉Windows操作系统（包括服务器版）,office等常用办公软件；熟悉各类软、硬件接口。
3.熟悉关系数据库(有MySql、Oracle、SqlServer等数据库经验的优先)，熟练掌握sql语句和数据库维护。
4.具有良好的学习能力、人际沟通能力、团队协作能力、抗压能力，工作积极主动、有责任心，能接受出差。
5.英语要求：了解; 普通话要求：熟练。
6.熟悉Linux操作系统，熟练掌握Linux系统常用命令的优先考虑。
7.熟悉软件实施部署基本流程及软件系统的基本架构，有相关软件实施经验优先"
运维工程师/技术支持 朝九晚五,"成都 - 成华区- 华泰社区5F-M204号
",2天前发布,不限 ,大专,4k-7k,"

成都维创利星科技有限公司

","

专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 少于15人

",发展前景佳、团队实力强、老板nice,"岗位要求： 
1、软件售后远程运维、更新升级等； 
2、软件需求的整理、跟踪、功能测试； 
3、负责客户软件系统日常使用的问题解答、问题处理； 
4、负责客户软件系统的异常、问题排查、bug处理 
5、维护客情关系，电话售后回访； 
任职要求： 
1、计算机软件或信息等相关专业，大专及以上学历，必须拿到***，不接受25届，； 
2、熟练使用SQL、MYSQL数据库 
3、对Windows、Linux操作环境熟悉 
4、具有亲和力、良好的表达沟通能力、工作积极主动、抗压力强。"
网络运维工程师,"成都 - 锦江区- 时代广场B座23楼
",2天前发布,不限 ,大专,5k-7k,"

四川腾迈时代通信有限公司

","

网络通信 / 不需要融资 / 少于15人

",发展前景佳、团队实力强、老板nice,"主要职责:
1、负责公司网络设备的调试和维护，确保网络设备稳定正常运行;
2、调试网络，熟悉网络架构，为公司提供网络技术支持;
3、参与网络架构的设计和优化，提高网络性能和稳定性;
4、负责记录和报告网络设备故障，协助完成故障处理工作;
5、参与网络安全事件的处理，保障公司网络安全:
6、设计、实施、运维管理弱电系统项目包括综合布线、海康安防监控系统(门禁、考勤、消费场等)设备巡检、故障排除和维修等。
职位要求:
1、大专，计算机网络、通信、自动化等相关专业:
2、熟悉网络协议、能独立规划网络架构，编写网络拓扑图，熟练掌握硬件设备(路由器、防火墙、交换机、服务器)的安装、调试和配置管理；
4、熟悉海康威视设备，具备设备调试技能；
5、具备良好的沟通能力和项目实施能力及团队合作精神，能处理现场突发事件和技术问题;"
linux运维工程师,"成都 - 武侯区- 花样年·福年广场
",3天前发布,不限 ,本科,8k-12k,"

西安布质科技有限责任公司

","

","五险一金,高温补贴,绩效奖金","岗位职责：
1、负责系统基础运维工作、云平台IT组件的日常维护;
2、与相关团队展开合作，确保系统的日常运行正常;
3、负责突发事件管理与跟踪，确保业务稳定运行等;
4、自我学习，主动提升技术水平。
任职要求：
1、本科以上学历，计算机相关专业，有相关运维工作经验者优先考虑；
2、精通Linux、Windows操作系统故障处理及使用；
3、熟悉Shell/Python/Perl至少一种编程语言；
4、熟悉网络基础知识TCP/IP、HTTP等网络协议；
5、有较好的文字组织能力，能参与一定的文档编写的优先考虑。"
运维工程师,"成都 - 锦江区- 东门大桥
",2025/3/5,不限 ,大专,6k-9k,"

四川中腾兴科科技有限公司

","

软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 少于15人

","补充公积金,五险一金,定期体检","工作内容：熟悉计算机基础知识，协助工程师完成测试任务，跟进处理进度
薪资：综合薪资6000-9000，五险一金+住宿，公司有冰箱、微波炉。
工作时间：朝九晚六，周末双休，节假日按照国家规定正常放，不加班！
欢迎您的加入呀，有投必回哦"
运维工程师,"成都 - 武侯区- 千龙路1337号MEO-新创中心A座
",2023/3/10,不限 ,大专,5k-9k,"

晟荣达

","

能源｜矿产｜环保 / 不需要融资 / 15-50人

",新能源,"运维工程师




招聘要求：18-35岁，健康?无恐高。

薪资待遇：实习期（三个月），工资不低于5000，有六险一金，管吃管住，转正工资不低于6000。




（以上岗位均需要低压电工证和高处作业证，公司可协助，也可以自行考试）"
运维工程师,"成都 - 金牛区 - 九里堤- 二环路北一段111号西南交通大学九里校区
",2024/7/17,1年以下 ,大专,5k-8k,"

永达电子

","

信息安全,移动互联网 / 未融资 / 150-500人

",周末双休，节日福利，专业培训，五险一金,"岗位职责：

1、负责新项目整体网络建设实施、联调、联测及运维；

2、负责既有项目网络维护；

3、负责既有项目7X24小时应急；

4、负责运维7*24小时电话值守及节假日现场值守；

5、项目实施的现场工程支持；

6、领导安排的其他工作。

任职要求：

1、计算机或相关专业大专以上学历，0-1年IT网络建设及运维工作经验；

2、具有CCNP及以上或同等级认证证书优先考虑；

3、熟悉网络架构搭建，有机房搭建经验者优先；

4、熟悉cisco、H3C等主流交换设备配置；

5、熟悉熟练掌握TCP/IP、SNMP、组播等网络知识；

6、对linux系统有一定的了解；

7、有责任心，上进心，善于总结问题，抗压能力强。

8、有网络、服务器上架维护、项目管理经验；"
Senior Database Administrator,"成都 - 锦江区- IFS国际金融中心1号办公楼49楼
",17:44发布,10年以上 ,本科,40k-45k,"

活跃网络

","

IT技术服务｜咨询 / 上市公司 / 500-2000人

",国际化团队 扁平化管理,"任职资格： 
 
我们正在寻找一名数据库管理员，他必须具备维护面向客户的大型网站 Oracle 的丰富经验。理想的候选人应具备在生产环境中使用 Oracle 的良好工作经验，并熟练掌握 MySQL。此外，还希望拥有 Microsoft SQL Server 和 MongoDB 方面的经验。如果您渴望扩展您在 Oracle、MySQL 和 SQL 服务器方面的工作知识，解决关键业务问题，并与经验丰富的 Oracle、MySQL 和 SQL 服务器 DBA 团队并肩工作，那么这个团队就是您的理想选择。 
 
我们正在寻找这样的团队成员：积极参与数据库专业人士的社区辩论和论坛，不断就固有观点提出建设性问题，并突破现有界限。您将加入 Active Network 的数据库管理团队，为各种产品提供支持。 
 
工作职责： 
 
 与各团队合作，收集现有数据库系统的指标，以便概述 Oracle、MySQL、Microsoft SQL Server 和 MongoDB 开发和生产环境的硬件要求。 
 与 DBA 团队成员进行交叉培训，以便为多个 Oracle、MySQL、Microsoft SQL Server 和 MongoDB 系统提供更广泛的支持。 
 撰写安装文档和Run books，与开发团队协作以优化数据库访问的code。 
 为 Oracle、MySQL、Microsoft SQL Server 和 MongoDB 分析服务器性能并制定解决方案，包括硬件修改、操作系统配置更改、索引和优化。 
 On-call support 
 
教育/经验： 
 
本科或三年数据库管理员工作经验。 
在生产环境中支持 Oracle 数据库的 DBA 经验，包括 
 3 年集群生产级实施的安装、配置、升级、打补丁和监控经验。 
 3 年的备份和恢复实施及文档编制工作。 
 3 年与数据库管理相关的系统管理： 安装、修补和故障排除、基本用户管理、性能监控和故障排除。 
熟练掌握 MySQL 数据库管理，包括安装、配置和优化。 
具备 Microsoft SQL Server 和 MongoDB 方面的经验。 
有 Oracle EBS 经验者优先。 
具备 ITIL 资格者更佳。 
"
高级java开发工程师,"成都 - 武侯区- 成都高新区吉泰五路88号3栋7层8号
",2025/2/22,5-10年 ,本科,10k-20k,"

四川璧虹电子信息技术有限公司

","

其他 / 不需要融资 / 50-150人

","绩效奖金,团队氛围好,员工旅游","1负责应急广播系统软件研发项目组织，架构选型认证，核心代码编写，参与制定设计及实现规范，进行关键设计和技术难题攻关，指导设计、实现及部署工作；流程管理，团队管理工作。
2、与项目经理顺畅沟通，对需求进行开发设计转化，保证业务线的开发工作正常运转。
4、可以保证架构的稳定性、可扩展性、性能等多项指标；
1、要求计算机信息、数学等相关专业相关专业本科及以上学历，5年以上软件研发管理工作经验，具有分布式软件架构实际项目经验
2、熟练掌握spring cloud 或dubbo框架及配套分布式系统工具和高可用系统工具。了解DNS、CDN、路由协议和rtsp、hls、rtmp等流媒体协议。
 3、具有媒体点播平台、媒资管理平台、广播电视播控平台、视频监控平台或大数据分析系统软件开发经验者可优先考虑。
4、5年以上Java产品开发经验，其中至少5年以上互联网平台开发经验，1年以上软件架构经验;
5、熟悉当前主流的WEB技术，了解移动端技术；
6、熟悉Spring/Spring Boot、Netty等常见的开发框架。
7、熟悉Redis、ActiveMQ、对象存储等常见的技术组件；
8、熟悉Postgresql、SQLServer等数据库；
9、对加密解密技术有一定了解，了解AES256 、SM3加密算法者优先；
10、对音视频编解码技术有实际使用经验
11、熟悉基于Netty的NIO编程，有相关网络编程经验，对基于TCP、UDP的协议栈有相关实际开发经验。
12、具有数据库管理员相关经验优先，具有广播电视媒体平台开发经验者优先"
数据分析师-抖音生活服务,"成都 - 武侯区- 中国大陆四川成都市武侯区天府四街158号OCG国际中心A座16层，邮编：610041
",17:53发布,不限 ,本科,25k-50k,"

字节跳动

","

内容资讯,短视频 / D轮及以上 / 2000人以上

","下午茶,六险一金,扁平管理,免费三餐","职位职责： 
1、负责抖音产品生活服务相关业务的数据分析工作，通过分析帮助业务解决在BC两端遇到的问题并实现业务目标； 
2、负责业务上各类产品/运营的策略制定与优化、A/B实验设计与分析、运营活动效果评估、核心指标异动分析等工作，找到数据现象背后的成因，明确用户痛点和需要，给出后续优化建议； 
3、主动发现业务本质的需要和痛点，找到可改进/提效的机会，给出具体可行的优化建议，推进落地并带来业务实际提升。 
职位要求： 
1、有本地生活、电商等相关行业从业经验优先，有商业分析、战略分析经验者优先； 
2、善于思考和总结，能够持续改进工作方法； 
3、能快速理解商业逻辑，通过数据量化拆解业务问题的成因及影响，并给出具体可行的优化方案； 
4、具备解决复杂问题的数据分析能力、数据采集方案设计能力和优秀的沟通协调能力。"
高级数据分析师（成都/重庆） (MJ001730),"成都 - 高新区- 高新区交子大道333号中海国际E座1604
",17:53发布,3-5年 ,硕士,18k-30k,"

百融云创

","

科技金融,人工智能服务 / 上市公司 / 500-2000人

",平台稳定，发展空间大，领导好,"岗位职责： 
1. 针对海量数据开发包括不局限于营销响应、流失预警等营销模型及反欺诈评分、信用评分、额度模型、行为评分、催收评分等风险模型； 
2. 跟进实施以量化分析为基础的咨询项目，项目业务围绕信贷、财富等金融业务领域，实施内容包括不局限于流程设计、业务框架设计、特征设计、模型开发、策略制定、实施部署等； 
3. 熟悉公司所提供的解决方案，配合商务对机构进行方案介绍与答疑；通过量化分析工具为合作机构提供决策分析报告，配合商务有效推动机构合作与落地应用； 
4. 对海量内部底层数据进行清洗和深度挖掘，探索有效稳定的维度/变量/模型/标签以形成标准化的产品； 
 
岗位要求： 
1. 本科及以上学历，211/985院校毕业优先，数学、统计学、计算机等相关专业优先； 
2. 3年及以上互联网/信贷/金融科技机构模型开发/算法/量化策略相关工作经验； 
3. 熟练运用Python/R进行数据分析或建模，熟练掌握数据库操作（如SQL语句）； 
4. 了解LR/RF/XGB/LGBM等机器学习算法的原理及其应用； 
5. 对金融产品/客户全生命周期运营/风险管理有深刻理解者优先； 
6. 表达清晰，逻辑严谨，对数据敏感，敢于创新，善于发现、探索并解决问题； 
7. 具备较强独立思考能力、学习能力、自我驱动力、责任心及抗压能力；"
高级数据分析师,"成都 - 武侯区- 大科星·创意园3号楼9楼903号
",17:22发布,5-10年 ,本科,20k-30k,"

K2DATA

","

数据服务｜咨询 / B轮 / 150-500人

",五险一金 带薪休假 补充医保 弹性工作,"岗位说明： 
1. 针对重点行业（能源、泛半导体、化工、钢铁等）的智能制造与数智化升级，深入理解客户的业务需求，运用数据分析/数据挖掘技术解决客户的实际问题； 
2. 基于公司的数据平台产品，开展如下工作：数据标准建立、数据清洗、数据资源化设计、数据分析或优化模型的开发、部署和测试、并支持数据分析应用的开发和落地； 
3. 针对设备域、生产域、质量域、能源域等具有共性的数据分析模型和行业应用进行抽象与研究，支撑数据分析产品的开发和在大数据平台的应用。 
 
岗位要求： 
1. 结合数据理解业务需求，具有独立定义和解决工业数行业据分析/数据挖掘问题的能力，具有良好的理工科背景和清晰的逻辑思维能力； 
2. 精通数据处理、统计分析和常用数据挖掘/机器学习算法，熟悉工业现场的设备数据、MES数据等，有丰富的工业数据分析相关的实际项目经验； 
3. 精通Python及常用的数据分析算法包（例如numpy, pandas, sklearn, tsfresh, statsmodels, matplotlib, seaborn, pyecharts等）； 
4. 有良好的客户沟通、业务调研、团队合作与技术管理能力；能独立作为项目技术负责人带领初中级数据分析师和其他技术人员一起交付客户项目； 
5. 具有工业软件相关背景者优先：例如自动化行业软件开发者（例如SCADA、MES、EAM、PLM、MPC等），或具有工业机理模型开发经验者（例如基于Matlab/Simulink、ANSYS等仿真模型），或熟悉精益生产管理、六西格玛流程和工具者； 
6. 熟悉常见软件工程设计模式（例如OO、ORM、DDD、ER建模等），具有一定应用开发经验（例如基于数仓的Web应用等），熟悉常用数据库、大数据、并行计算等相关技术和工具者优先。 
7. 5-10年工作经验。"
数据分析师-生活服务,"成都 - 武侯区- 中国大陆四川成都市武侯区天府四街158号OCG国际中心A座16层，邮编：610041
",17:53发布,1-3年 ,本科,20k-40k,"

字节跳动

","

内容资讯,短视频 / D轮及以上 / 2000人以上

","下午茶,健身瑜伽,六险一金,带薪休假","职位职责： 
1、参与执行抖音平台生活服务领域的数据分析项目，为业务决策提供数据支持和洞见； 
2、探索和分析业务数据，帮助识别用户产品体验的潜在优化点，并参与制定改进策略，与产品、运营、推荐算法、研发团队合作，辅助实施优化策略，并跟踪其对业务增长的影响； 
3、与团队共同设计和分析业务相关的A/B测试，协助评估产品优化效果，进行市场活动分析，并监测关键业务指标的变化； 
4、帮助构建和优化数据采集，负责制作和维护数据看板，监测关键数据指标，及时识别和排查数据异动情况，保证数据的准确性和可靠性。 
职位要求： 
1、本科及以上学位，2-3年数据分析经验，优先考虑拥有生活服务行业背景或数学、统计学、计算机科学等相关专业背景的候选人； 
2、对数据具有一定敏感性，能在指导下发现数据与业务间的关联，辅助进行业务建模和定量分析； 
3、熟悉SQL，具备基础的R、Python或其他编程语言实践经验。了解基本的机器学习技术（如回归、分类、聚类等）并有实际应用经验者优先。能在团队协助下撰写分析报告； 
4、具备良好的沟通能力，能在团队协作环境中有效工作，适应跨部门合作需求。"
